Age,Income,Credit_Score,Missed_Payments,Debt_to_Income_Ratio,Delinquent
18,84967,734,1,0.16,0
56,68085,706,1,0.07,0
44,75762,685,4,0.31,1
24,116305,640,2,0.7,1
26,93468,540,1,0.3,1
61,68875,682,1,0.17,0
27,93077,701,2,0.16,0
25,25616,559,3,0.47,1
54,19903,706,1,0.72,1
44,53866,740,0,0.5,0
27,51083,567,1,0.26,1
42,35371,761,3,0.66,0
26,80459,661,0,0.16,0
54,16031,591,4,0.35,1
53,35565,744,1,0.43,0
46,36644,676,0,0.58,0
44,18365,793,1,0.4,0
62,120191,600,3,0.52,1
39,21687,521,10,0.41,1
24,34440,663,0,0.44,0
45,84523,670,4,0.5,1
67,72231,624,2,0.29,0
26,25212,545,3,0.17,1
35,73828,693,2,0.17,0
45,58329,592,1,0.12,0
39,198753,698,1,0.4,0
27,62465,659,2,0.19,0
54,45037,709,0,0.17,0
70,29322,567,3,0.57,1
42,31365,757,1,0.32,0
28,29867,669,1,0.08,0
19,111598,725,1,0.18,0
43,49552,737,0,0.11,0
54,68813,570,1,0.27,1
46,121606,732,2,0.49,0
39,15000,594,1,0.14,0
32,105590,597,0,0.24,0
25,50677,773,5,0.6,1
50,63642,746,3,0.51,0
51,29820,804,0,0.19,0
19,31161,657,2,0.18,0
60,65729,686,0,0.12,0
47,204998,711,2,0.27,0
58,89499,679,0,0.31,0
22,104748,635,3,0.45,0
22,43686,626,1,0.38,0
38,34196,692,0,0.41,0
46,30684,588,1,0.3,1
63,36571,614,1,0.08,0
49,15000,703,2,0.44,0
36,31730,645,1,0.22,1
26,35023,713,2,0.38,1
55,44125,654,1,0.1,0
27,53053,645,1,0.22,0
61,60929,673,4,0.54,1
36,48583,631,0,0.32,0
60,34583,602,0,0.29,1
48,15092,642,1,0.26,0
38,34711,667,2,0.16,0
33,27351,786,2,0.06,0
35,64837,597,3,0.11,0
45,84590,757,0,0.08,0
41,86089,724,2,0.2,0
32,77201,774,1,0.43,0
37,45246,820,3,0.19,1
41,35840,765,0,0.33,0
18,31311,735,1,0.49,0
45,19840,601,0,0.27,0
27,88886,584,1,0.15,1
25,44142,701,1,0.05,0
18,23206,521,3,0.27,1
18,29854,673,2,0.64,1
22,29138,551,1,0.25,0
30,50302,749,0,0.4,0
65,93011,660,2,0.47,0
33,39783,687,1,0.23,0
42,15000,635,1,0.18,0
45,43760,514,1,0.51,1
41,44635,754,0,0.46,0
38,42832,760,2,0.05,0
24,33641,658,0,0.19,0
58,55852,719,0,0.13,0
63,51005,656,3,0.25,0
18,48295,697,1,0.07,0
26,62792,725,0,0.21,0
36,37877,713,1,0.23,0
27,36608,760,1,0.16,0
46,112204,711,1,0.18,0
30,68570,681,0,0.11,0
68,80512,604,3,0.18,1
55,102299,651,0,0.73,0
42,67209,728,0,0.44,0
53,85565,589,0,0.05,0
54,19003,746,0,0.18,0
32,55408,663,0,0.06,0
29,43930,630,1,0.25,0
41,134136,614,1,0.37,0
51,85526,720,0,0.09,0
41,33581,679,0,0.55,0
19,61308,775,2,0.47,0
29,54209,559,4,0.41,1
39,64382,645,3,0.43,0
39,26600,674,0,0.35,0
65,60840,634,1,0.65,0
21,42749,680,0,0.12,0
46,58073,647,1,0.58,1
59,31741,709,3,0.3,0
69,34508,770,1,0.2,0
34,99141,601,1,0.21,0
46,26083,700,0,0.29,0
47,27264,641,0,0.05,0
42,47526,705,0,0.08,0
38,30849,705,1,0.31,0
45,28824,620,0,0.23,0
18,52210,625,0,0.25,0
48,19869,710,4,0.28,0
41,26774,681,1,0.28,0
37,168124,613,4,0.68,1
66,64581,691,3,0.45,1
31,31321,723,0,0.33,0
34,63002,648,1,0.1,0
65,68899,628,2,0.07,0
29,89022,571,3,0.27,1
32,45419,682,5,0.51,0
38,88071,553,5,0.61,1
50,15000,650,3,0.54,1
42,26009,753,0,0.17,0
23,54085,658,1,0.2,0
33,59741,647,0,0.16,0
32,28365,799,2,0.38,0
38,57276,770,1,0.05,0
45,33714,634,0,0.08,0
45,41515,688,2,0.59,0
18,90659,699,0,0.15,0
53,84572,669,4,0.63,1
43,26950,788,0,0.43,0
57,25994,685,1,0.22,0
45,38303,694,1,0.45,0
54,48240,721,0,0.07,0
46,33032,751,1,0.31,0
57,91526,736,0,0.38,0
46,60381,712,1,0.32,0
38,62545,586,2,0.38,0
69,22927,650,0,0.41,0
51,98752,729,1,0.22,0
47,15000,695,2,0.31,0
23,80856,709,2,0.17,1
23,85869,793,0,0.39,0
43,37818,583,3,0.49,1
41,105213,748,1,0.32,0
32,47199,660,1,0.43,0
41,50891,736,1,0.16,0
60,60097,633,3,0.54,1
49,250000,807,0,0.36,0
25,109826,687,2,0.37,0
38,74658,641,0,0.54,0
29,28348,646,3,0.64,1
34,53431,699,1,0.29,0
34,30095,748,1,0.36,0
33,80279,661,6,0.34,1
23,53331,784,2,0.43,1
38,24966,630,2,0.8,1
32,51465,674,2,0.31,0
18,29447,643,0,0.33,0
66,53676,685,1,0.19,0
54,29276,659,6,0.23,1
35,49835,696,1,0.37,0
40,76901,684,0,0.13,0
24,47484,619,3,0.57,1
62,38772,575,3,0.25,1
64,55379,657,1,0.31,0
42,74481,748,1,0.09,0
53,25227,761,1,0.48,0
42,57319,675,0,0.29,0
22,108068,623,1,0.09,0
34,69161,675,3,0.23,0
41,50749,753,3,0.37,1
34,71958,739,1,0.52,0
37,64311,713,0,0.26,0
38,77046,737,0,0.48,0
38,15000,772,3,0.23,0
40,19301,581,1,0.62,1
26,89580,656,1,0.37,0
30,19867,648,0,0.41,0
23,62375,715,1,0.08,0
52,39686,689,2,0.19,0
18,26964,725,0,0.2,0
54,60463,649,1,0.13,0
58,55305,762,0,0.27,0
36,173894,675,2,0.25,0
18,33695,721,2,0.41,0
35,116316,751,1,0.33,0
39,60563,746,0,0.4,0
26,32971,701,2,0.39,0
33,79185,729,4,0.32,0
59,68833,784,2,0.12,0
48,50086,710,1,0.11,0
27,57513,636,1,0.51,0
19,34262,714,1,0.34,0
35,29867,645,4,0.52,1
37,77316,490,1,0.51,1
46,42857,707,1,0.17,0
33,46721,663,2,0.17,1
46,57982,749,2,0.3,0
65,57478,599,3,0.46,1
50,20793,561,2,0.33,1
39,106059,690,2,0.2,0
37,52717,702,0,0.11,0
35,43408,685,1,0.4,0
55,63481,681,2,0.56,0
31,56496,615,2,0.2,0
40,77671,671,1,0.31,0
40,67696,659,0,0.61,0
33,75410,744,1,0.32,0
22,110259,702,0,0.09,0
44,83297,663,1,0.33,0
39,44520,783,1,0.27,0
46,24990,663,1,0.28,0
33,133342,713,1,0.2,0
55,42504,613,4,0.19,1
28,36906,777,0,0.37,0
62,17291,685,0,0.56,0
18,60059,645,6,0.54,1
45,53601,671,0,0.07,0
46,19750,691,2,0.3,0
29,64341,751,1,0.2,0
45,36354,730,1,0.2,0
56,246271,681,0,0.11,0
18,34835,782,0,0.23,0
46,37755,732,2,0.19,0
18,29002,653,0,0.25,0
27,105527,597,1,0.31,0
61,39196,655,0,0.24,0
32,31731,663,2,0.35,1
24,74919,715,2,0.42,0
37,21413,761,2,0.33,0
66,71329,614,2,0.14,0
18,142748,653,2,0.14,0
26,68869,609,0,0.38,0
59,71878,557,0,0.19,1
64,82622,642,1,0.27,0
38,136738,701,1,0.24,0
23,101309,726,1,0.1,0
67,63818,570,3,0.15,1
60,84316,611,0,0.49,1
48,28808,573,1,0.14,0
29,78102,692,3,0.2,0
39,26813,586,3,0.24,1
37,39331,779,0,0.17,0
44,15000,704,2,0.23,0
58,62371,669,1,0.22,0
51,33312,641,1,0.15,0
25,95481,590,2,0.14,0
57,61952,597,0,0.18,0
44,96226,642,1,0.37,0
48,25587,638,1,0.18,0
59,91402,620,1,0.2,0
25,173427,702,2,0.32,0
39,77535,710,2,0.2,0
33,78763,652,2,0.24,0
19,54271,796,1,0.29,0
44,35781,555,1,0.27,1
70,77397,683,2,0.34,0
18,19857,666,1,0.16,0
39,38152,646,1,0.16,0
48,16938,638,1,0.1,0
41,32138,679,4,0.18,0
38,72058,645,5,0.22,1
23,66385,656,0,0.39,0
43,50541,572,4,0.29,1
30,54297,541,1,0.35,1
18,15811,662,0,0.22,0
55,39201,655,1,0.42,0
52,32571,668,3,0.52,0
40,33009,673,0,0.31,0
42,70245,648,2,0.12,0
53,29251,611,1,0.66,1
42,34104,572,3,0.62,1
51,15000,771,0,0.3,0
36,41090,632,1,0.38,0
57,25522,657,4,0.46,0
44,51406,577,3,0.22,1
42,27704,635,2,0.14,0
23,52194,681,1,0.3,0
43,44944,644,4,0.25,1
29,133682,652,2,0.12,0
31,66060,662,1,0.4,0
29,16255,591,2,0.23,1
26,22949,704,0,0.33,0
67,50671,803,0,0.05,0
57,28059,627,2,0.33,0
64,15000,703,0,0.65,0
24,110164,682,0,0.65,0
40,75518,720,1,0.21,0
23,67009,721,1,0.36,0
30,34050,692,0,0.24,0
28,63361,677,0,0.37,0
56,32124,653,0,0.31,0
34,55432,634,1,0.18,0
53,28216,674,0,0.6,0
47,121755,546,1,0.39,1
69,19107,644,1,0.25,0
20,102679,746,2,0.69,0
56,50178,685,1,0.05,0
54,36545,733,2,0.37,0
27,54187,768,2,0.29,0
53,76115,669,1,0.38,0
44,111307,692,0,0.56,0
37,59153,661,2,0.44,0
29,28726,631,1,0.47,0
30,50684,622,3,0.24,0
66,145812,730,1,0.33,0
40,110040,692,0,0.3,0
50,84563,790,1,0.05,0
29,79016,738,2,0.15,0
29,74583,636,3,0.14,0
54,98248,730,0,0.16,0
22,37272,661,1,0.46,0
34,21740,753,0,0.3,0
40,51092,650,2,0.59,0
41,30014,573,2,0.31,1
37,26029,632,0,0.27,0
45,31819,635,0,0.26,0
49,217768,629,0,0.17,0
49,53192,645,3,0.07,0
27,60909,731,0,0.59,0
36,23542,787,2,0.13,0
55,16215,579,4,0.33,1
51,29988,755,0,0.09,0
22,116182,651,3,0.29,0
44,59907,700,1,0.39,0
18,70203,580,0,0.13,0
40,76354,711,0,0.26,0
64,34378,559,2,0.17,0
27,112733,698,1,0.33,0
29,33534,695,0,0.3,0
49,113975,635,5,0.66,1
19,63919,635,1,0.37,0
31,16757,712,1,0.17,0
47,31294,703,2,0.26,0
31,16798,667,1,0.17,0
36,98515,720,1,0.08,0
49,48298,674,1,0.17,0
45,15000,711,1,0.35,0
43,61417,672,0,0.43,0
35,35514,693,3,0.21,0
44,20124,661,5,0.6,1
38,134158,656,2,0.27,0
45,52280,584,3,0.22,1
33,41107,696,1,0.14,0
37,38574,751,0,0.47,0
27,19772,697,2,0.21,0
39,22410,699,1,0.62,0
29,105974,677,0,0.35,0
25,36889,724,1,0.62,0
43,49674,668,2,0.2,0
42,15000,652,0,0.25,0
50,22228,746,2,0.36,0
34,70677,648,0,0.46,0
45,61489,733,1,0.26,0
47,140368,746,1,0.52,0
45,109729,714,2,0.24,0
29,42683,605,1,0.23,0
41,65106,681,0,0.19,0
44,40539,667,0,0.29,0
40,168196,624,0,0.36,1
18,97675,688,2,0.12,0
42,54274,689,6,0.76,1
68,55283,652,1,0.11,0
35,116647,629,1,0.48,1
30,69407,665,1,0.38,0
44,124888,749,1,0.24,0
44,15000,631,2,0.64,1
55,64649,605,0,0.21,0
23,35980,585,1,0.24,0
49,140621,701,1,0.22,0
47,123975,634,1,0.53,0
38,49996,720,2,0.08,0
44,123177,541,1,0.44,1
53,142895,595,3,0.71,1
51,51258,600,1,0.5,0
25,216027,706,2,0.56,0
50,48107,718,1,0.07,0
39,43100,700,1,0.45,0
40,82415,614,1,0.24,0
40,39645,584,2,0.62,1
38,51596,694,0,0.23,0
55,114194,527,2,0.55,1
38,49589,665,0,0.25,0
25,17729,771,0,0.39,0
34,61107,639,4,0.24,1
42,32280,535,2,0.37,1
55,82385,643,2,0.27,0
47,74437,642,1,0.21,0
28,118520,808,0,0.33,0
70,84501,779,0,0.27,0
43,94291,723,2,0.08,0
56,32811,659,1,0.16,0
38,79410,752,1,0.21,0
46,159702,554,3,0.16,1
50,32429,744,3,0.18,0
55,144327,735,1,0.58,0
53,35255,670,2,0.46,0
51,29401,711,1,0.61,1
35,58554,653,1,0.09,0
32,75323,580,0,0.27,1
44,84715,738,0,0.15,0
52,27527,674,0,0.22,0
37,63622,716,1,0.39,0
53,32489,789,0,0.06,0
58,20063,636,0,0.34,0
28,28078,671,3,0.27,0
29,31240,774,1,0.08,0
38,67034,720,3,0.09,0
43,97863,638,0,0.41,0
33,20253,622,2,0.1,0
57,60547,648,0,0.15,0
45,24196,612,3,0.8,1
40,71499,641,3,0.49,1
21,33737,684,2,0.06,0
22,26087,696,0,0.29,0
43,79205,594,2,0.2,1
18,34470,675,2,0.06,0
53,40555,556,1,0.38,0
37,15000,663,3,0.26,1
70,86502,750,3,0.1,0
70,80221,594,1,0.18,0
37,49181,709,2,0.22,0
38,19603,643,2,0.39,0
52,101277,728,0,0.21,0
62,32867,689,0,0.51,0
18,37346,704,1,0.09,0
18,196266,683,0,0.42,0
31,32138,759,1,0.13,0
47,76521,700,1,0.13,0
46,68682,637,1,0.36,0
53,61951,642,5,0.31,1
24,58058,609,3,0.62,1
18,61441,654,4,0.65,1
51,57708,654,0,0.19,0
29,47517,639,4,0.21,0
18,121390,691,1,0.34,0
41,22301,683,1,0.28,0
50,90479,743,0,0.52,0
38,80290,655,0,0.05,0
34,74536,561,4,0.45,0
37,95816,658,1,0.2,0
35,46371,551,3,0.31,1
22,15972,704,2,0.48,0
30,46939,579,0,0.06,0
46,27045,620,1,0.42,0
44,31599,637,1,0.5,1
42,23261,772,1,0.29,0
27,36812,615,0,0.27,0
37,34270,680,1,0.28,0
18,15000,714,2,0.26,0
42,74617,741,2,0.54,1
58,185756,726,0,0.27,0
20,70526,745,1,0.43,0
32,43401,731,2,0.17,0
44,47436,567,2,0.36,1
56,38078,701,4,0.25,0
34,51741,730,1,0.43,0
31,47944,568,3,0.46,1
18,29595,645,0,0.18,0
41,134555,631,0,0.61,0
66,20084,726,1,0.24,0
43,75432,675,1,0.33,0
39,46132,605,4,0.51,1
44,153353,603,0,0.1,0
39,60145,675,3,0.32,0
29,39500,645,1,0.36,0
50,42250,694,0,0.14,0
42,50208,556,3,0.48,1
40,24694,690,1,0.42,0
27,30942,653,0,0.18,0
56,16798,605,1,0.51,0
48,28175,567,3,0.35,1
32,51862,568,5,0.54,1
53,58694,667,1,0.14,0
33,15000,687,1,0.25,0
29,45146,696,2,0.34,0
30,68737,698,1,0.56,0
18,44455,611,3,0.15,1
46,33514,743,1,0.37,0
18,38280,653,1,0.27,0
24,35438,707,0,0.18,0
18,33455,630,2,0.29,1
38,54409,702,2,0.29,0
38,195753,614,1,0.56,1
35,31375,703,2,0.26,0
26,40502,679,0,0.08,0
24,47523,728,1,0.56,0
46,32454,630,1,0.26,0
32,94744,573,1,0.08,0
44,15000,621,1,0.27,0
28,35645,744,2,0.27,0
42,80096,639,1,0.48,1
56,41090,685,1,0.3,0
47,29956,616,0,0.54,0
34,63860,683,1,0.23,0
43,84440,585,1,0.8,1
36,55624,627,1,0.14,0
40,30311,655,1,0.32,0
35,64454,706,2,0.3,0
37,38513,713,0,0.25,0
42,76658,714,0,0.3,0
27,119366,553,1,0.57,1
26,15000,679,1,0.27,0
21,52398,668,0,0.55,0
19,17301,588,3,0.29,0
24,212155,680,1,0.35,0
42,37016,664,0,0.23,0
28,76712,710,1,0.25,0
46,47992,684,1,0.27,0
40,30277,604,2,0.25,1
18,28191,735,0,0.15,0
48,126932,546,3,0.09,0
50,86991,676,0,0.3,0
27,157337,574,3,0.13,0
45,50679,625,0,0.44,0
28,58264,711,4,0.24,0
41,41759,559,3,0.41,1
23,41264,594,3,0.4,0
18,26235,822,2,0.56,0
35,51555,598,1,0.26,0
38,30529,737,4,0.25,1
34,63904,669,1,0.07,0
24,54285,590,0,0.48,1
34,58256,655,3,0.31,1
43,133930,729,4,0.4,1
39,47923,556,0,0.42,1
42,77190,649,2,0.49,0
31,167863,730,2,0.48,0
55,107362,657,2,0.3,1
24,97919,746,2,0.52,0
46,40781,710,1,0.33,0
55,56262,788,1,0.17,0
46,22226,690,1,0.12,0
37,66128,649,2,0.62,1
33,57796,699,2,0.12,0
53,49713,615,4,0.31,1
21,90791,704,2,0.15,1
27,23749,694,1,0.53,0
34,130733,727,3,0.22,0
56,84209,736,2,0.15,0
44,46986,705,0,0.13,0
27,44835,710,0,0.24,0
35,65405,619,0,0.2,0
32,122089,646,0,0.11,0
30,52102,687,5,0.25,1
52,53445,765,0,0.22,0
22,49556,543,3,0.29,1
60,142802,598,2,0.53,1
50,39287,681,0,0.41,0
54,48160,627,2,0.47,0
33,117955,630,3,0.33,0
38,53541,708,0,0.2,0
21,96977,774,2,0.27,0
33,28374,515,3,0.33,1
46,43339,627,0,0.54,1
56,119450,707,1,0.23,0
25,32669,726,1,0.33,0
35,44766,699,0,0.52,0
38,57182,763,4,0.3,1
21,27078,681,1,0.57,0
47,38242,758,2,0.25,0
30,52448,641,2,0.28,0
37,50413,683,0,0.23,0
34,105684,607,3,0.18,0
29,123608,734,1,0.26,0
39,29329,672,1,0.68,0
37,52405,701,1,0.26,0
35,73463,661,1,0.14,0
30,121760,715,0,0.06,0
44,75440,703,3,0.05,0
61,58369,620,1,0.35,0
41,73124,623,2,0.08,0
52,73442,678,1,0.24,0
21,28095,719,1,0.13,0
42,55032,791,0,0.43,0
25,117653,698,1,0.4,0
20,43286,740,3,0.33,0
30,52979,528,1,0.26,1
55,42382,800,1,0.29,0
52,15000,716,0,0.36,0
43,49630,657,2,0.4,1
20,58751,670,3,0.31,0
37,36044,613,2,0.19,0
43,24519,606,3,0.22,1
42,28901,794,2,0.21,0
18,77537,620,0,0.42,0
28,160093,619,0,0.15,0
39,112359,637,0,0.18,0
46,21881,608,1,0.23,0
18,81860,680,2,0.36,0
37,32928,745,1,0.2,0
41,34566,643,0,0.13,0
51,37153,597,0,0.51,0
49,74879,697,4,0.23,0
47,87164,676,2,0.42,0
29,46220,740,2,0.27,0
18,46693,652,0,0.27,0
34,64767,664,0,0.33,0
53,68926,671,0,0.2,0
58,99283,685,0,0.3,0
49,22683,656,3,0.45,0
45,49613,646,0,0.15,0
44,25827,568,0,0.26,0
32,47545,646,0,0.27,0
38,42800,722,1,0.44,0
61,47664,731,1,0.23,0
27,30337,651,0,0.33,0
60,20082,757,0,0.23,0
35,15000,678,1,0.06,0
57,45310,569,1,0.58,1
21,37850,553,1,0.42,1
47,32677,753,2,0.24,0
30,108394,627,0,0.42,1
21,29270,607,1,0.12,0
42,114702,512,3,0.3,1
53,129872,656,0,0.46,0
29,15206,704,2,0.21,0
20,51814,591,4,0.22,1
38,38568,616,1,0.08,0
38,15000,620,2,0.15,1
47,20603,754,0,0.39,0
52,78038,596,2,0.37,0
39,164640,621,3,0.54,1
64,84255,752,1,0.13,0
42,59526,709,2,0.07,0
35,48397,690,1,0.1,0
19,134537,641,3,0.26,0
36,177894,652,3,0.63,1
35,34471,647,1,0.15,0
52,15000,628,0,0.66,0
46,15000,615,0,0.07,0
24,108350,727,0,0.25,0
42,47656,676,4,0.09,0
48,54717,698,3,0.06,0
59,16740,689,1,0.11,0
51,31197,706,0,0.17,0
49,41056,625,3,0.32,1
40,55531,651,1,0.3,0
45,38593,631,1,0.19,0
56,26307,542,2,0.15,1
22,30615,612,1,0.08,0
35,101214,658,1,0.05,0
29,56776,583,0,0.23,0
44,70777,597,1,0.35,0
55,28586,742,1,0.22,0
32,15000,693,0,0.28,0
18,35815,652,4,0.17,0
34,29145,793,2,0.26,1
51,60440,581,1,0.19,0
46,250000,738,2,0.56,0
45,74391,673,1,0.39,0
36,250000,727,0,0.14,0
23,68958,686,0,0.07,0
46,33592,567,2,0.1,0
29,60400,685,0,0.07,0
68,142683,700,0,0.28,0
47,146933,548,0,0.43,0
32,34710,796,1,0.28,0
32,57062,698,2,0.34,0
38,20794,720,2,0.47,0
36,80402,563,3,0.58,1
54,124494,721,0,0.14,0
42,50205,745,0,0.11,0
30,32845,671,4,0.13,1
64,60844,679,1,0.15,0
40,62973,626,3,0.32,0
49,51466,620,5,0.56,1
32,54569,649,0,0.18,0
44,44166,714,0,0.35,0
44,89105,629,0,0.39,0
18,76247,713,1,0.26,0
66,27177,629,1,0.31,0
56,26732,642,1,0.26,1
34,42081,716,0,0.19,0
25,76275,637,0,0.13,0
44,53574,719,5,0.14,0
41,33326,713,2,0.05,0
44,57349,663,1,0.15,0
42,40195,749,2,0.52,0
46,83140,684,2,0.46,0
58,59864,746,4,0.34,0
47,40571,731,1,0.7,1
26,56325,665,0,0.11,0
57,107907,718,0,0.26,0
61,34829,641,1,0.23,0
70,62417,574,2,0.21,1
25,46991,638,1,0.23,1
43,63334,598,1,0.25,0
18,33099,623,1,0.13,0
47,52375,715,2,0.26,0
32,95291,649,2,0.6,0
65,27939,722,1,0.59,0
29,22078,660,3,0.62,1
18,22586,791,5,0.05,0
33,24284,711,2,0.16,0
18,70066,746,0,0.1,0
49,21088,680,1,0.57,1
18,40997,698,0,0.33,0
40,71038,749,0,0.27,0
18,62943,720,2,0.31,0
35,38896,692,2,0.25,0
61,54970,692,0,0.45,0
44,52275,712,0,0.05,0
28,42849,639,1,0.5,0
39,43195,637,0,0.12,0
40,187447,765,0,0.25,0
46,79665,791,4,0.31,0
22,217160,570,2,0.4,1
47,36381,639,1,0.05,0
18,46584,748,1,0.2,0
31,22042,712,0,0.05,0
33,30159,720,1,0.08,0
48,153452,733,0,0.16,0
40,35838,665,2,0.26,0
21,155060,699,1,0.36,0
27,23248,695,2,0.2,0
42,26053,628,0,0.05,0
38,39945,698,1,0.42,0
32,47181,754,1,0.27,0
33,85293,633,3,0.42,1
49,64245,689,1,0.21,0
33,38185,692,1,0.44,0
38,45252,662,0,0.09,0
68,40479,720,1,0.43,0
21,28316,639,0,0.38,0
18,28773,759,1,0.15,0
50,90828,717,1,0.18,0
31,16368,592,5,0.68,1
35,129367,781,3,0.28,0
29,39902,690,0,0.44,0
36,30837,636,1,0.29,0
60,76408,711,4,0.72,1
50,119506,670,2,0.78,1
51,95853,551,1,0.73,1
21,66244,648,0,0.5,0
25,94100,696,1,0.2,0
18,17502,550,1,0.17,0
29,35842,685,2,0.1,0
52,28375,689,3,0.09,0
46,102209,608,2,0.07,0
37,38945,696,2,0.2,0
39,81409,680,0,0.31,0
31,67610,608,0,0.18,0
42,29220,735,0,0.16,0
49,34469,730,2,0.07,0
18,106541,662,0,0.09,0
43,30782,668,3,0.68,0
52,52834,723,2,0.18,0
34,30652,667,0,0.11,0
49,40604,564,0,0.2,0
70,47681,709,0,0.11,0
38,30646,631,2,0.26,0
45,27549,632,3,0.33,1
30,58207,767,0,0.38,0
42,29529,671,2,0.14,0
45,30139,680,2,0.33,0
42,27905,710,2,0.17,0
26,46782,710,2,0.69,0
42,86354,583,2,0.8,1
59,121044,676,0,0.29,0
45,31711,682,1,0.24,0
52,178115,696,3,0.21,0
36,26827,697,0,0.07,0
49,93913,835,2,0.47,0
43,31792,609,1,0.35,0
27,29069,692,2,0.8,1
44,31355,751,0,0.11,0
27,47502,709,1,0.15,0
31,69423,640,3,0.45,0
42,73271,779,0,0.31,0
43,27822,498,3,0.56,1
24,27070,617,4,0.21,1
53,28283,750,2,0.39,0
47,45852,657,2,0.21,0
30,43213,775,0,0.13,0
20,27719,589,1,0.57,0
38,57627,583,3,0.45,1
34,190525,624,4,0.46,1
41,36212,705,1,0.41,0
35,37793,666,0,0.08,0
18,68582,650,1,0.21,0
34,35056,721,2,0.26,1
36,73231,770,2,0.1,0
48,31852,655,1,0.27,0
30,147159,577,0,0.38,0
61,60286,550,1,0.21,0
18,33792,694,2,0.8,0
57,34433,719,1,0.35,0
37,36016,683,1,0.48,0
51,111708,675,0,0.1,0
41,22896,631,2,0.08,0
54,32834,719,2,0.4,0
34,34996,780,1,0.14,0
25,48561,546,2,0.3,0
58,41661,642,1,0.59,1
38,20035,621,1,0.2,0
42,38565,567,1,0.29,1
56,46178,612,2,0.22,0
26,33628,702,2,0.38,0
47,74018,704,2,0.11,0
32,85105,767,2,0.17,0
38,46768,680,0,0.06,0
40,56292,540,1,0.46,1
20,15000,638,3,0.51,1
29,38075,556,4,0.54,1
57,89580,607,2,0.19,0
51,38022,714,1,0.55,0
39,31496,691,0,0.4,0
43,192261,715,3,0.34,0
36,146012,658,0,0.16,0
57,64896,727,1,0.15,0
37,97085,655,0,0.41,0
43,15000,747,0,0.38,0
54,30560,700,1,0.15,0
29,36976,667,3,0.57,0
60,42549,692,1,0.18,0
20,36535,649,0,0.35,1
61,15000,775,0,0.09,0
35,61797,694,0,0.44,0
36,67927,628,2,0.19,1
18,128173,620,3,0.41,1
34,30546,730,0,0.53,0
26,29082,683,0,0.24,1
32,15000,663,1,0.42,0
38,41103,610,1,0.29,0
52,84176,625,1,0.13,0
42,33960,668,1,0.38,0
43,177383,740,3,0.45,1
25,42025,664,2,0.05,0
28,53540,644,0,0.19,0
63,21636,553,4,0.14,1
30,58240,770,1,0.06,0
61,15000,714,1,0.47,0
36,74326,727,1,0.12,0
40,75709,737,1,0.2,0
53,110810,670,1,0.09,0
56,26582,651,3,0.52,1
38,53978,769,2,0.1,0
34,68753,690,1,0.35,0
39,63918,715,2,0.42,0
44,29167,732,2,0.09,0
51,15000,718,4,0.35,0
40,60365,672,2,0.1,0
48,44734,629,1,0.51,1
61,34891,726,0,0.35,0
44,77525,726,1,0.4,0
44,47717,713,0,0.39,1
20,22214,713,2,0.23,0
18,15384,715,0,0.26,0
45,24899,653,0,0.12,0
38,206036,611,1,0.51,1
33,75634,726,2,0.41,0
43,54894,645,0,0.27,0
39,43958,678,1,0.24,0
54,42258,762,0,0.25,0
41,98747,753,1,0.25,0
30,36520,698,1,0.13,0
52,69296,662,0,0.31,0
37,39772,672,1,0.09,0
46,157014,732,0,0.31,0
33,76525,677,1,0.15,0
31,103500,646,3,0.21,0
41,34522,708,2,0.8,1
40,92492,690,1,0.23,0
46,40637,619,2,0.41,1
36,52366,708,0,0.1,0
18,130748,738,1,0.53,0
34,26221,582,1,0.19,1
50,55378,619,4,0.54,1
36,63755,626,2,0.5,1
36,66970,707,0,0.61,0
52,37403,717,2,0.41,0
30,171400,622,2,0.47,1
19,22539,590,1,0.2,0
37,117633,741,1,0.09,0
33,101624,587,3,0.2,1
27,153358,696,1,0.27,0
37,18902,672,1,0.22,0
46,29106,689,0,0.05,0
39,119990,779,3,0.35,0
43,15895,850,1,0.1,0
63,18697,581,1,0.37,0
35,36571,739,0,0.17,0
43,55005,670,0,0.08,0
33,127431,742,2,0.13,0
28,43863,737,1,0.3,0
32,34031,764,3,0.4,0
33,59091,697,1,0.07,0
44,64975,626,1,0.05,0
70,63878,695,3,0.68,1
30,44055,687,1,0.09,0
34,15168,665,4,0.29,0
39,28266,651,0,0.21,0
45,114939,740,0,0.38,0
43,54843,776,1,0.15,0
56,40396,550,5,0.51,1
18,95884,662,3,0.16,1
18,24882,657,0,0.13,0
33,42821,591,2,0.17,0
54,53244,688,1,0.26,0
19,37615,630,0,0.12,0
18,52075,536,2,0.31,1
47,43799,633,0,0.23,0
43,21171,618,1,0.47,0
25,54659,641,1,0.19,0
27,22092,600,3,0.21,0
27,54142,656,1,0.1,0
41,111801,637,1,0.11,0
31,41414,702,1,0.15,0
46,24272,715,2,0.08,0
18,45424,675,2,0.53,1
28,29756,665,1,0.38,0
25,70031,644,1,0.53,1
36,44855,573,1,0.62,1
33,136742,631,0,0.24,0
50,98498,722,2,0.41,0
18,44718,574,0,0.78,0
40,75309,675,1,0.3,0
47,38717,660,2,0.19,0
64,50029,715,0,0.53,0
33,39463,594,2,0.28,0
44,77642,680,1,0.3,0
18,115820,666,3,0.27,1
18,79157,508,3,0.3,1
